county,health_officer_region,age_cat,sex,race7,pop
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,4
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,6
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,5
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,18-49,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,5
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,6
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,4
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,9
San Luis Obispo,Southern California,50-64,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,4
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,4
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,3
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,2
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,1
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,65+,FEMALE,NHPI NH,0
San Luis Obispo,Southern California,0-4,FEMALE,MR NH,33
San Luis Obispo,Southern California,0-4,FEMALE,MR NH,50
San Luis Obispo,Southern California,0-4,FEMALE,MR NH,49
San Luis Obispo,Southern California,0-4,FEMALE,MR NH,99
San Luis Obispo,Southern California,0-4,FEMALE,MR NH,118
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,96
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,98
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,77
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,98
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,108
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,121
San Luis Obispo,Southern California,5-11,FEMALE,MR NH,133
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,114
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,99
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,88
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,91
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,126
San Luis Obispo,Southern California,12-17,FEMALE,MR NH,112
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,217
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,292
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,191
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,262
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,126
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,321
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,158
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,159
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,85
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,87
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,127
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,92
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,67
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,74
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,78
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,74
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,69
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,99
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,73
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,53
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,61
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,74
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,84
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,63
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,63
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,58
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,64
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,53
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,46
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,56
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,50
San Luis Obispo,Southern California,18-49,FEMALE,MR NH,53
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,53
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,51
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,49
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,67
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,46
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,41
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,39
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,36
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,42
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,48
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,47
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,52
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,50
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,60
San Luis Obispo,Southern California,50-64,FEMALE,MR NH,52
San Luis Obispo,Southern California,65+,FEMALE,MR NH,50
San Luis Obispo,Southern California,65+,FEMALE,MR NH,55
San Luis Obispo,Southern California,65+,FEMALE,MR NH,46
San Luis Obispo,Southern California,65+,FEMALE,MR NH,38
San Luis Obispo,Southern California,65+,FEMALE,MR NH,51
San Luis Obispo,Southern California,65+,FEMALE,MR NH,41
San Luis Obispo,Southern California,65+,FEMALE,MR NH,43
San Luis Obispo,Southern California,65+,FEMALE,MR NH,39
San Luis Obispo,Southern California,65+,FEMALE,MR NH,33
San Luis Obispo,Southern California,65+,FEMALE,MR NH,20
San Luis Obispo,Southern California,65+,FEMALE,MR NH,25
San Luis Obispo,Southern California,65+,FEMALE,MR NH,21
San Luis Obispo,Southern California,65+,FEMALE,MR NH,29
San Luis Obispo,Southern California,65+,FEMALE,MR NH,22
San Luis Obispo,Southern California,65+,FEMALE,MR NH,17
San Luis Obispo,Southern California,65+,FEMALE,MR NH,14
San Luis Obispo,Southern California,65+,FEMALE,MR NH,23
San Luis Obispo,Southern California,65+,FEMALE,MR NH,17
San Luis Obispo,Southern California,65+,FEMALE,MR NH,12
San Luis Obispo,Southern California,65+,FEMALE,MR NH,15
San Luis Obispo,Southern California,65+,FEMALE,MR NH,12
San Luis Obispo,Southern California,65+,FEMALE,MR NH,14
San Luis Obispo,Southern California,65+,FEMALE,MR NH,7
San Luis Obispo,Southern California,65+,FEMALE,MR NH,8
San Luis Obispo,Southern California,65+,FEMALE,MR NH,4
San Luis Obispo,Southern California,65+,FEMALE,MR NH,10
San Luis Obispo,Southern California,65+,FEMALE,MR NH,12
San Luis Obispo,Southern California,65+,FEMALE,MR NH,3
San Luis Obispo,Southern California,65+,FEMALE,MR NH,5
San Luis Obispo,Southern California,65+,FEMALE,MR NH,2
San Luis Obispo,Southern California,65+,FEMALE,MR NH,1
San Luis Obispo,Southern California,65+,FEMALE,MR NH,2
San Luis Obispo,Southern California,65+,FEMALE,MR NH,1
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,2
San Luis Obispo,Southern California,65+,FEMALE,MR NH,2
San Luis Obispo,Southern California,65+,FEMALE,MR NH,1
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,65+,FEMALE,MR NH,0
San Luis Obispo,Southern California,0-4,FEMALE,Hispanic,490
San Luis Obispo,Southern California,0-4,FEMALE,Hispanic,464
San Luis Obispo,Southern California,0-4,FEMALE,Hispanic,401
San Luis Obispo,Southern California,0-4,FEMALE,Hispanic,561
San Luis Obispo,Southern California,0-4,FEMALE,Hispanic,593
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,559
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,671
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,643
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,598
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,600
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,554
San Luis Obispo,Southern California,5-11,FEMALE,Hispanic,601
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,640
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,738
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,678
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,714
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,730
San Luis Obispo,Southern California,12-17,FEMALE,Hispanic,675
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,1160
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,1228
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,1009
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,797
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,803
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,764
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,558
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,558
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,454
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,557
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,443
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,500
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,508
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,529
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,508
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,508
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,479
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,434
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,449
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,457
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,490
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,500
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,542
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,529
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,469
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,492
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,430
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,452
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,482
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,466
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,399
San Luis Obispo,Southern California,18-49,FEMALE,Hispanic,416
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,421
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,391
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,395
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,345
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,397
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,367
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,372
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,368
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,332
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,389
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,343
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,339
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,293
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,295
San Luis Obispo,Southern California,50-64,FEMALE,Hispanic,327
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,355
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,286
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,236
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,232
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,249
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,224
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,195
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,189
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,214
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,194
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,149
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,160
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,145
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,135
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,104
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,104
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,91
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,92
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,68
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,75
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,42
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,47
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,68
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,59
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,29
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,30
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,38
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,51
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,21
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,22
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,5
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,4
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,1
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,15
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,6
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,14
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,3
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,65+,FEMALE,Hispanic,0
San Luis Obispo,Southern California,0-4,MALE,WhiteTE NH,631
San Luis Obispo,Southern California,0-4,MALE,WhiteTE NH,682
San Luis Obispo,Southern California,0-4,MALE,WhiteTE NH,663
San Luis Obispo,Southern California,0-4,MALE,WhiteTE NH,593
San Luis Obispo,Southern California,0-4,MALE,WhiteTE NH,566
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,653
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,612
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,639
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,669
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,659
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,688
San Luis Obispo,Southern California,5-11,MALE,WhiteTE NH,664
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,680
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,756
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,703
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,736
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,822
San Luis Obispo,Southern California,12-17,MALE,WhiteTE NH,769
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1851
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,2268
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1783
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1435
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1937
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1772
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1122
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1241
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1311
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1031
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,902
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,891
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,839
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,739
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,790
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,858
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,921
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,906
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,796
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,889
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,867
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,929
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,977
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1039
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1021
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,1009
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,924
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,906
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,861
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,866
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,770
San Luis Obispo,Southern California,18-49,MALE,WhiteTE NH,792
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,791
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,862
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,964
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,917
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,918
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,897
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,897
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,956
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1032
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1111
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1194
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1174
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1230
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1255
San Luis Obispo,Southern California,50-64,MALE,WhiteTE NH,1212
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1308
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1207
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1274
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1362
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1378
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1443
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1344
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1357
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1214
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1250
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1284
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1200
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,904
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,870
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,812
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,740
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,609
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,563
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,440
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,389
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,350
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,261
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,245
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,245
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,155
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,110
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,129
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,92
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,110
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,21
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,35
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,58
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,14
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,11
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,1
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,65+,MALE,WhiteTE NH,0
San Luis Obispo,Southern California,0-4,MALE,Black NH,9
San Luis Obispo,Southern California,0-4,MALE,Black NH,11
San Luis Obispo,Southern California,0-4,MALE,Black NH,12
San Luis Obispo,Southern California,0-4,MALE,Black NH,10
San Luis Obispo,Southern California,0-4,MALE,Black NH,9
San Luis Obispo,Southern California,5-11,MALE,Black NH,15
San Luis Obispo,Southern California,5-11,MALE,Black NH,9
San Luis Obispo,Southern California,5-11,MALE,Black NH,15
San Luis Obispo,Southern California,5-11,MALE,Black NH,13
San Luis Obispo,Southern California,5-11,MALE,Black NH,19
San Luis Obispo,Southern California,5-11,MALE,Black NH,17
San Luis Obispo,Southern California,5-11,MALE,Black NH,15
San Luis Obispo,Southern California,12-17,MALE,Black NH,13
San Luis Obispo,Southern California,12-17,MALE,Black NH,17
San Luis Obispo,Southern California,12-17,MALE,Black NH,17
San Luis Obispo,Southern California,12-17,MALE,Black NH,15
San Luis Obispo,Southern California,12-17,MALE,Black NH,10
San Luis Obispo,Southern California,12-17,MALE,Black NH,17
San Luis Obispo,Southern California,18-49,MALE,Black NH,22
San Luis Obispo,Southern California,18-49,MALE,Black NH,37
San Luis Obispo,Southern California,18-49,MALE,Black NH,54
San Luis Obispo,Southern California,18-49,MALE,Black NH,50
San Luis Obispo,Southern California,18-49,MALE,Black NH,60
San Luis Obispo,Southern California,18-49,MALE,Black NH,76
